421.77, 419.467, 464.389, 427.563, 408.907, 402.528, 418.618, 433.638, 444.624, 407.974, 
607.006, 671.619, 643.164, 607.006, 607.006, 654.07, 639.163, 637.995, 647.698, 607.145, 
597.586, 637.124, 658.476, 640.398, 593.78, 612.284, 606.217, 661.571, 661.058, 669.647, 
898.617, 939.029, 934.207, 953.444, 937.959, 957.213, 920.336, 959.642, 928.902, 957.215, 
980.924, 1004.74, 982.527, 961.027, 982.527, 1004.74, 967.96, 982.527, 982.527, 970.246, 
1383.73, 1370.15, 1363.36, 1339.82, 1357.41, 1369.32, 1391.84, 1323.6, 1363.36, 1360.36, 
1746.45, 1730.58, 1702.07, 1746.45, 1733.14, 1752.73, 1746.45, 1746.45, 1746.45, 1747.44, 
39170.9, 39384.5, 38990.8, 38990.8, 38683.4, 38990.8, 38977, 38990.8, 38990.8, 38709.8, 
